user_convert	id_convert	Rating	timestamp
86	7	10.0	1401292800
86	22	10.0	1488297600
86	33	9.0	1463414400
86	45	9.0	1477065600
86	53	10.0	1442678400
86	8	8.0	1389801600
86	57	8.0	1518451200
86	0	6.0	1458835200
86	49	10.0	1459267200
86	29	8.0	1500393600
86	42	6.0	1470412800
86	47	8.0	1395244800
86	55	8.0	1409241600
86	46	9.0	1477584000
86	12	9.0	1426435200
86	26	8.0	1397923200
86	30	8.0	1478793600
86	14	7.0	1467907200
86	25	8.0	1508860800
86	6	8.0	1423670400
578	39	8.0	1568908800
578	52	8.0	1568649600
578	19	9.0	1570032000
578	2	9.0	1573056000
87	31	9.0	1343232000
87	23	10.0	1343750400
87	5	10.0	1571673600
87	41	10.0	1424102400
87	19	9.0	1468512000
87	43	8.0	1424102400
87	9	10.0	1488643200
87	21	9.0	1468684800
87	22	8.0	1490112000
87	17	9.0	1531929600
87	29	10.0	1379692800
87	25	8.0	1513094400
475	37	9.0	1387900800
475	32	8.0	1406995200
475	19	9.0	1450368000
475	24	6.0	1387728000
475	20	7.0	1475596800
475	9	9.0	1400947200
475	7	8.0	1400860800
475	22	8.0	1488384000
475	45	9.0	1382025600
475	13	7.0	1385740800
475	42	7.0	1470412800
475	47	7.0	1380470400
475	26	8.0	1384012800
730	41	9.0	1549209600
730	2	10.0	1558108800
730	4	9.0	1559318400
730	15	7.0	1560096000
730	58	8.0	1550937600
730	17	8.0	1559750400
730	46	8.0	1558195200
730	14	8.0	1560614400
730	25	9.0	1558281600
730	34	8.0	1551974400
28	44	9.0	1536768000
28	54	9.0	1549382400
28	5	8.0	1570291200
28	48	9.0	1535040000
28	41	9.0	1535126400
28	2	8.0	1535126400
28	4	9.0	1556208000
28	24	9.0	1549987200
28	9	7.0	1556294400
28	21	9.0	1559232000
28	15	7.0	1539273600
28	7	9.0	1536681600
28	45	8.0	1554652800
28	0	5.0	1552060800
28	30	9.0	1552406400
28	34	9.0	1539014400
225	31	9.0	1438099200
225	44	8.0	1450972800
225	39	9.0	1438185600
225	54	8.0	1461168000
225	52	9.0	1433260800
225	37	9.0	1458662400
225	23	9.0	1431273600
225	32	9.0	1438963200
225	40	9.0	1456243200
225	48	10.0	1433779200
225	41	8.0	1448467200
225	19	9.0	1458316800
225	35	9.0	1432224000
225	24	9.0	1441900800
225	38	7.0	1438099200
225	27	8.0	1444320000
225	11	9.0	1435593600
225	1	7.0	1433347200
225	20	8.0	1433260800
225	10	7.0	1438963200
225	16	9.0	1432224000
225	43	10.0	1430150400
225	9	10.0	1430841600
225	21	10.0	1458403200
225	15	10.0	1442160000
225	18	9.0	1435161600
225	58	10.0	1441900800
225	51	7.0	1432483200
225	56	10.0	1463068800
225	50	10.0	1443024000
225	7	9.0	1433865600
225	33	10.0	1434643200
225	45	10.0	1441900800
225	53	10.0	1442246400
225	8	9.0	1450972800
225	17	10.0	1448380800
225	0	9.0	1460044800
225	49	10.0	1435593600
225	13	9.0	1452700800
225	29	10.0	1441900800
225	42	5.0	1473350400
225	47	6.0	1435075200
225	55	7.0	1456329600
225	12	8.0	1434988800
225	14	7.0	1434384000
225	6	8.0	1457971200
225	34	10.0	1448467200
181	31	8.0	1597507200
181	44	8.0	1577462400
181	39	8.0	1553875200
181	54	8.0	1576857600
181	52	8.0	1597507200
181	37	8.0	1581264000
181	23	9.0	1553875200
181	32	8.0	1597507200
181	5	9.0	1570118400
181	48	9.0	1577635200
181	41	9.0	1613923200
181	35	8.0	1597507200
181	2	9.0	1554307200
181	4	10.0	1556553600
181	38	9.0	1578412800
181	36	9.0	1605801600
181	11	10.0	1576944000
181	16	8.0	1597507200
181	9	7.0	1576944000
181	21	8.0	1584633600
181	51	8.0	1597507200
181	56	9.0	1578412800
181	22	8.0	1597507200
181	45	9.0	1583164800
181	8	8.0	1586707200
181	57	8.0	1554307200
181	17	9.0	1578672000
181	49	10.0	1577289600
181	13	8.0	1597507200
181	47	8.0	1597507200
181	30	8.0	1576944000
181	25	8.0	1597507200
181	34	8.0	1610985600
90	52	10.0	1428854400
90	37	10.0	1538928000
90	32	10.0	1432569600
90	40	10.0	1457971200
90	28	10.0	1430150400
90	1	10.0	1425571200
90	20	10.0	1445702400
90	10	10.0	1427126400
90	16	10.0	1432051200
90	3	10.0	1424620800
90	9	10.0	1508601600
90	56	10.0	1536076800
90	47	2.0	1485100800
90	46	10.0	1537891200
90	26	7.0	1431273600
90	6	10.0	1504281600
464	54	8.0	1546358400
464	37	8.0	1595433600
464	5	8.0	1570204800
464	48	8.0	1576080000
464	41	8.0	1598889600
464	2	8.0	1525017600
464	4	7.0	1556208000
464	24	8.0	1543420800
464	11	8.0	1561392000
464	15	10.0	1545235200
464	51	6.0	1527091200
464	56	7.0	1519747200
464	50	7.0	1545494400
464	45	9.0	1534089600
464	53	6.0	1549555200
464	57	8.0	1520179200
464	17	8.0	1525017600
464	46	3.0	1521907200
464	25	6.0	1524326400
696	32	8.0	1593273600
696	5	9.0	1596297600
696	40	8.0	1593792000
696	48	7.0	1597766400
696	35	8.0	1593964800
696	38	9.0	1605801600
696	28	7.0	1593964800
696	20	7.0	1593964800
696	16	8.0	1593878400
696	3	6.0	1593273600
696	9	7.0	1598803200
696	56	8.0	1593878400
696	0	6.0	1598198400
696	49	8.0	1596902400
696	46	8.0	1593878400
696	12	7.0	1592582400
696	25	9.0	1593878400
696	6	7.0	1593964800
195	52	10.0	1576944000
195	52	10.0	1581004800
195	2	10.0	1577116800
195	4	5.0	1577116800
195	11	10.0	1576944000
195	28	5.0	1577116800
195	28	5.0	1576944000
195	1	7.0	1577116800
195	20	10.0	1576944000
195	10	10.0	1577116800
195	16	9.0	1577116800
195	3	8.0	1577116800
195	56	10.0	1577116800
195	33	10.0	1579363200
195	57	5.0	1577116800
195	26	5.0	1577116800
195	25	10.0	1577116800
249	31	8.0	1544284800
249	5	6.0	1584115200
249	40	8.0	1593705600
249	19	8.0	1606492800
249	11	9.0	1559404800
249	59	7.0	1542384000
249	22	8.0	1598025600
249	8	9.0	1552060800
249	17	9.0	1560528000
249	55	7.0	1542384000
249	6	7.0	1598630400
655	31	8.0	1588953600
655	44	8.0	1588953600
655	37	8.0	1588953600
655	23	9.0	1588953600
655	5	9.0	1589644800
655	35	8.0	1588953600
655	36	8.0	1588953600
655	11	6.0	1588953600
655	10	6.0	1588953600
655	18	8.0	1588953600
655	17	8.0	1595174400
655	13	6.0	1588953600
655	29	8.0	1591632000
655	46	6.0	1588694400
59	5	7.0	1570291200
59	2	9.0	1524758400
59	27	8.0	1443974400
59	20	8.0	1429804800
59	56	9.0	1462464000
59	22	8.0	1488470400
59	0	8.0	1458835200
59	42	6.0	1470326400
59	26	7.0	1384531200
59	25	8.0	1509724800
64	44	9.0	1416153600
64	39	10.0	1342713600
64	54	10.0	1366128000
64	52	10.0	1335456000
64	37	8.0	1390060800
64	32	9.0	1407427200
64	5	10.0	1569945600
64	40	10.0	1455379200
64	48	9.0	1431878400
64	41	9.0	1416153600
64	19	10.0	1451059200
64	2	10.0	1524844800
64	4	10.0	1556208000
64	24	9.0	1382371200
64	27	10.0	1444060800
64	28	8.0	1366905600
64	20	10.0	1429804800
64	16	10.0	1396540800
64	43	9.0	1424448000
64	21	10.0	1456416000
64	18	10.0	1371139200
64	58	9.0	1421510400
64	56	10.0	1462464000
64	50	10.0	1366128000
64	7	10.0	1400947200
64	22	10.0	1488470400
64	45	10.0	1391356800
64	8	9.0	1353513600
64	57	10.0	1518710400
64	0	10.0	1458835200
64	49	10.0	1436284800
64	13	9.0	1386777600
64	29	10.0	1380384000
64	42	10.0	1470412800
64	46	10.0	1478361600
64	26	10.0	1384272000
64	30	9.0	1480348800
64	14	8.0	1371312000
64	25	10.0	1509638400
64	6	10.0	1425052800
64	34	10.0	1354464000
546	31	8.0	1554566400
546	44	7.0	1555689600
546	37	2.0	1556899200
546	41	6.0	1614096000
546	19	8.0	1557331200
546	24	9.0	1566576000
546	27	5.0	1566403200
546	9	8.0	1553875200
546	15	6.0	1537027200
546	58	6.0	1555776000
546	12	6.0	1567094400
575	44	8.0	1424275200
575	37	9.0	1406908800
575	32	7.0	1406822400
575	48	10.0	1431792000
575	41	8.0	1418659200
575	19	8.0	1453305600
575	24	3.0	1406908800
575	27	7.0	1445788800
575	20	6.0	1430496000
575	16	7.0	1411488000
575	43	9.0	1420992000
575	9	8.0	1408636800
575	21	8.0	1453305600
575	58	8.0	1421251200
575	7	8.0	1408464000
575	45	10.0	1405267200
575	49	8.0	1434816000
575	29	10.0	1426867200
575	12	8.0	1417881600
575	6	7.0	1426694400
354	31	4.0	1531411200
354	44	6.0	1490284800
354	54	10.0	1486310400
354	40	3.0	1464019200
354	48	1.0	1483200000
354	41	4.0	1504281600
354	24	5.0	1461427200
354	43	8.0	1493049600
354	9	5.0	1506441600
354	21	5.0	1478361600
354	15	8.0	1572105600
354	58	9.0	1462032000
354	22	7.0	1591718400
354	45	8.0	1465142400
354	53	8.0	1480608000
354	17	7.0	1573142400
354	0	3.0	1535817600
354	29	9.0	1504368000
354	42	4.0	1484323200
354	30	7.0	1491062400
354	14	5.0	1493654400
354	6	8.0	1462204800
354	34	9.0	1512489600
527	44	1.0	1421769600
527	37	3.0	1394640000
527	4	7.0	1556553600
527	24	1.0	1393171200
527	10	3.0	1557244800
527	16	5.0	1558022400
527	58	2.0	1421078400
527	0	1.0	1566921600
527	0	1.0	1459353600
527	30	1.0	1479398400
527	6	4.0	1434124800
635	54	10.0	1543593600
635	52	10.0	1543248000
635	37	10.0	1543593600
635	32	10.0	1543334400
635	5	10.0	1571760000
635	48	10.0	1543334400
635	35	10.0	1543075200
635	1	10.0	1543248000
635	20	10.0	1543334400
635	10	10.0	1543075200
635	16	10.0	1543334400
635	21	10.0	1543334400
635	15	10.0	1532707200
635	58	10.0	1543334400
635	56	10.0	1533398400
635	50	10.0	1543248000
635	22	10.0	1532620800
635	45	10.0	1543680000
635	53	10.0	1543248000
635	17	10.0	1543334400
635	13	10.0	1543075200
635	46	10.0	1543248000
635	26	10.0	1543248000
635	30	10.0	1543334400
635	25	10.0	1543248000
720	31	10.0	1281283200
720	44	8.0	1415894400
720	39	10.0	1342713600
720	54	10.0	1356451200
720	52	10.0	1336233600
720	40	10.0	1455206400
720	11	10.0	1276790400
720	28	1.0	1367510400
720	20	7.0	1431014400
720	16	10.0	1396713600
720	3	9.0	1273248000
720	18	8.0	1371139200
720	56	9.0	1462464000
720	50	10.0	1357833600
720	7	9.0	1400860800
720	33	8.0	1307289600
720	8	10.0	1352390400
310	39	7.0	1347206400
310	5	8.0	1570291200
310	48	9.0	1432656000
310	2	8.0	1524672000
310	4	8.0	1556467200
310	4	8.0	1556121600
310	1	8.0	1359302400
310	16	5.0	1396627200
310	56	7.0	1464105600
310	22	8.0	1488643200
310	57	6.0	1519833600
310	46	6.0	1478275200
310	25	7.0	1509724800
20	31	10.0	1321372800
20	44	10.0	1416240000
20	39	10.0	1344355200
20	54	10.0	1360771200
20	23	10.0	1318867200
20	48	9.0	1434816000
20	24	8.0	1385568000
20	36	9.0	1365004800
20	43	9.0	1424966400
20	15	10.0	1300550400
20	33	4.0	1403107200
20	45	10.0	1395158400
20	8	9.0	1355328000
406	40	9.0	1481644800
406	48	8.0	1485014400
406	2	9.0	1526486400
406	4	10.0	1556035200
406	36	10.0	1543334400
406	27	8.0	1499788800
406	43	8.0	1525104000
406	56	9.0	1493395200
406	22	8.0	1517328000
406	57	6.0	1524931200
406	0	10.0	1493308800
406	42	7.0	1481731200
406	30	8.0	1482336000
212	44	7.0	1418745600
212	54	7.0	1528819200
212	37	4.0	1580832000
212	32	8.0	1409587200
212	48	9.0	1499702400
212	41	8.0	1531065600
212	19	7.0	1466697600
212	2	9.0	1556121600
212	24	10.0	1382457600
212	36	9.0	1397404800
212	27	8.0	1460217600
212	58	6.0	1594915200
212	8	7.0	1353772800
212	49	8.0	1452873600
212	13	6.0	1423152000
212	47	7.0	1374508800
212	12	8.0	1402502400
212	30	10.0	1479398400
212	25	10.0	1510675200
212	6	8.0	1424793600
333	44	9.0	1416326400
333	37	6.0	1389196800
333	48	8.0	1433088000
333	41	6.0	1413129600
333	4	9.0	1556380800
333	27	9.0	1444492800
333	43	8.0	1421251200
333	18	9.0	1372262400
333	58	9.0	1420646400
333	22	9.0	1518537600
333	29	8.0	1386086400
333	46	5.0	1478016000
333	12	8.0	1405094400
727	40	8.0	1460131200
727	2	9.0	1524585600
727	4	10.0	1556899200
727	21	8.0	1463328000
727	56	9.0	1461686400
727	22	9.0	1488211200
727	57	8.0	1518537600
727	0	6.0	1459180800
727	42	5.0	1472227200
727	46	6.0	1477324800
727	30	8.0	1486742400
