Rating	timestamp	id_convert	user_convert
8.0	34.52881523621073	55	18
8.0	38.7336136532278	12	18
7.0	33.41578036111798	26	18
8.0	29.755132327479593	14	18
9.0	45.213950037101164	6	18
7.0	26.143952510511998	34	18
10.0	44.54612911204551	44	825
10.0	66.08953747217413	39	825
3.0	35.048231511254016	54	825
10.0	44.64506554538709	52	825
9.0	98.39228295819936	40	825
1.0	47.514222112292856	48	825
9.0	53.005194162750435	19	825
10.0	48.37991590403166	24	825
6.0	52.38684145436557	27	825
9.0	46.82166707890181	20	825
10.0	37.74424931981202	16	825
9.0	52.78258718773188	21	825
2.0	30.1756121691813	18	825
9.0	44.32352213702696	58	825
7.0	56.22062824635172	56	825
7.0	32.20380905268365	8	825
7.0	55.23126391293594	0	825
3.0	33.14370516942864	29	825
1.0	30.59609201088301	47	825
10.0	34.825624536235466	55	825
10.0	45.832302745486025	12	825
2.0	34.33094236952758	26	825
10.0	61.019045263418256	30	825
9.0	49.394014345782836	6	825
8.0	94.53376205787781	44	395
8.0	94.55849616621322	37	395
8.0	95.20158298293346	23	395
8.0	94.70690081622557	48	395
8.0	94.78110314123175	41	395
9.0	95.0779124412565	9	395
8.0	94.88003957457335	21	395
8.0	95.02844422458571	51	395
8.0	95.05317833292109	22	395
8.0	95.17684887459808	49	395
8.0	95.02844422458571	29	395
10.0	21.963888201830322	39	267
10.0	20.207766510017315	52	267
10.0	41.57803611179817	32	267
9.0	54.29136779619095	40	267
10.0	47.36581746228048	48	267
8.0	52.955725946079646	19	267
10.0	75.61216918130101	2	267
9.0	83.3044768736087	4	267
8.0	29.38412070244868	28	267
8.0	11.03141231758595	1	267
8.0	47.044274053920354	20	267
8.0	67.82092505565174	10	267
9.0	37.57111056146426	16	267
9.0	2.1023992085085332	3	267
9.0	30.620826119218403	18	267
9.0	56.22062824635172	56	267
9.0	38.90675241157556	7	267
9.0	66.46054909720505	22	267
9.0	11.723967350976999	33	267
10.0	25.525599802127136	8	267
8.0	73.50976997279248	57	267
8.0	55.18179569626515	0	267
9.0	58.47143210487262	42	267
8.0	30.695028444224587	47	267
9.0	66.75735839722978	46	267
9.0	34.94929507791244	26	267
10.0	69.75018550581251	25	267
10.0	3.6853821419737818	31	392
9.0	42.69107098689092	44	392
10.0	21.889685876824142	39	392
9.0	20.00989364333416	52	392
9.0	87.06406134058867	5	392
9.0	18.896858768241405	35	392
10.0	2.9680930002473414	11	392
9.0	46.74746475389562	20	392
8.0	1.8055899084837992	3	392
9.0	30.34875092752906	18	392
10.0	12.169181301014099	33	392
9.0	34.00939896116745	13	392
7.0	30.422953252535244	47	392
8.0	33.489982686124165	26	392
10.0	26.193420727182787	54	628
9.0	20.158298293346526	52	628
10.0	35.46871135295573	37	628
7.0	40.86074697007172	32	628
10.0	42.666336878555526	41	628
6.0	32.94583230274549	24	628
10.0	38.164729161513726	16	628
8.0	44.66979965372248	43	628
7.0	44.66979965372248	9	628
7.0	44.66979965372248	58	628
10.0	25.12985406876082	8	628
7.0	75.31535988127628	57	628
6.0	58.496166213208014	42	628
10.0	39.599307444966605	12	628
8.0	26.04501607717042	34	628
9.0	96.46302250803859	44	787
8.0	97.92233489982685	5	787
8.0	99.03536977491962	48	787
8.0	98.54068760821171	41	787
8.0	99.0848379915904	2	787
7.0	96.90823645807569	4	787
8.0	97.47712094978976	20	787
7.0	99.45584961662132	56	787
7.0	98.73856047489488	57	787
7.0	99.23324264160277	46	787
6.0	93.86594113282216	30	787
7.0	99.28271085827356	25	787
9.0	89.26539698243879	54	774
9.0	86.84145436557013	52	774
10.0	86.86618847390551	23	774
9.0	86.84145436557013	32	774
9.0	86.96512490724709	5	774
9.0	86.84145436557013	40	774
9.0	86.84145436557013	1	774
8.0	86.84145436557013	20	774
8.0	86.86618847390551	57	774
9.0	86.84145436557013	26	774
9.0	86.84145436557013	25	774
1.0	43.2352213702696	44	549
3.0	21.889685876824142	39	549
9.0	54.14296314617858	40	549
5.0	52.6836507543903	19	549
7.0	46.94533762057878	20	549
10.0	45.28815236210735	43	549
10.0	52.955725946079646	21	549
8.0	38.58520900321543	7	549
1.0	24.758842443729904	8	549
9.0	34.50408112787534	55	549
8.0	34.924560969577044	37	638
10.0	40.5392035617116	32	638
10.0	54.019292604501615	40	638
7.0	47.36581746228048	48	638
9.0	41.97378184516448	41	638
10.0	52.6836507543903	19	638
10.0	51.323274795943604	27	638
9.0	46.94533762057878	20	638
10.0	37.12589661142716	16	638
10.0	44.24931981202078	43	638
9.0	54.36557012119712	21	638
9.0	44.64506554538709	58	638
10.0	55.948553054662376	56	638
10.0	38.43680435320307	7	638
10.0	35.542913677961906	45	638
8.0	55.107593371258965	0	638
9.0	58.74350729656196	42	638
9.0	34.55354934454613	55	638
7.0	39.00568884491714	12	638
10.0	60.944842938412066	30	638
9.0	21.864951768488748	39	391
10.0	19.787286668315605	52	391
10.0	40.440267128370024	32	391
9.0	52.85678951273807	19	391
9.0	18.971061093247588	35	391
9.0	74.05392035617115	2	391
10.0	33.06950284442246	24	391
10.0	25.55033391046253	59	391
9.0	28.91417264407618	28	391
9.0	30.05194162750433	18	391
9.0	38.48627256987386	7	391
9.0	24.437299035369776	8	391
10.0	72.29779866435815	57	391
8.0	34.35567647786297	13	391
7.0	30.200346277516694	47	391
9.0	34.52881523621073	55	391
9.0	38.80781597823398	12	391
9.0	33.663121444471926	26	391
10.0	69.67598318080633	25	391
10.0	35.147167944595594	37	417
9.0	87.01459312391788	5	417
8.0	54.09349492950779	40	417
9.0	42.320059361860004	41	417
8.0	52.7083848627257	19	417
8.0	53.17833292109819	21	417
10.0	91.76354192431363	17	417
9.0	48.2067771456839	49	417
4.0	58.59510264654959	42	417
7.0	61.068513480089045	30	417
7.0	69.77491961414792	25	417
9.0	43.08681672025724	44	95
7.0	41.25649270343804	52	95
7.0	41.157556270096464	37	95
7.0	40.76181053673015	32	95
8.0	47.563690328963645	48	95
8.0	42.24585703685382	41	95
7.0	40.86074697007172	35	95
10.0	41.75117487014593	24	95
7.0	51.545881770962154	27	95
10.0	43.85357407865447	11	95
9.0	41.35542913677962	59	95
6.0	47.39055157061588	20	95
7.0	41.03388572841949	16	95
8.0	44.47192678703933	43	95
9.0	41.13282216176107	9	95
5.0	41.40489735345041	18	95
7.0	43.259955478604994	58	95
8.0	40.88548107840712	7	95
10.0	41.13282216176107	45	95
8.0	42.88894385357408	29	95
5.0	42.12218649517685	47	95
8.0	42.14692060351224	55	95
7.0	41.157556270096464	12	95
7.0	44.99134306208261	6	95
10.0	92.95077912441256	31	352
10.0	93.47019539945585	37	352
8.0	92.72817214939401	23	352
8.0	94.1132822161761	5	352
10.0	93.96487756616374	48	352
10.0	94.26168686618848	2	352
9.0	93.96487756616374	4	352
9.0	92.95077912441256	9	352
8.0	93.42072718278506	58	352
10.0	93.47019539945585	17	352
9.0	95.64679693297057	29	352
10.0	92.70343804105862	30	352
8.0	3.734850358644571	31	791
7.0	25.89661142715805	54	791
7.0	20.207766510017315	52	791
7.0	40.29186247835766	32	791
3.0	52.85678951273807	41	791
5.0	22.582240910215187	35	791
5.0	32.84689586940391	24	791
6.0	25.55033391046253	59	791
1.0	28.96364086074697	28	791
5.0	14.172644076181054	1	791
3.0	37.323769478110314	16	791
6.0	53.20306702943359	21	791
5.0	8.013851100667821	15	791
9.0	38.48627256987386	7	791
6.0	24.68464011872372	8	791
3.0	8.409596834034133	17	791
1.0	55.13232747959436	0	791
6.0	30.1756121691813	47	791
6.0	34.57828345288153	55	791
8.0	38.882018303240166	12	791
6.0	61.46425921345535	30	791
8.0	42.61686866188474	44	6
8.0	40.24239426168686	32	6
8.0	47.36581746228048	48	6
7.0	41.75117487014593	41	6
8.0	46.94533762057878	20	6
9.0	37.274301261439525	16	6
9.0	43.927776403660644	43	6
9.0	44.07618105367301	58	6
9.0	38.53574078654465	7	6
8.0	39.055157061587934	12	6
9.0	45.09027949542419	6	6
5.0	3.982191441998516	31	11
6.0	43.779371753648284	44	11
7.0	27.009646302250808	54	11
3.0	20.18303240168192	52	11
5.0	36.53227801137769	37	11
8.0	87.03932723225327	5	11
8.0	55.058125154588176	40	11
8.0	47.563690328963645	48	11
7.0	42.047984170170665	41	11
7.0	52.78258718773188	19	11
7.0	19.663616126638633	35	11
5.0	74.07865446450656	2	11
6.0	83.27974276527331	4	11
6.0	34.207271827850604	24	11
7.0	51.69428642097452	27	11
8.0	3.7843185753153596	11	11
5.0	26.39129359386594	59	11
6.0	29.112045510759337	28	11
5.0	47.167944595597326	20	11
5.0	37.67004699480584	16	11
3.0	5.441503833786792	3	11
5.0	54.14296314617858	21	11
6.0	8.483799159040316	15	11
5.0	30.34875092752906	18	11
8.0	44.99134306208261	58	11
7.0	2.151867425179322	51	11
5.0	56.61637397971803	56	11
6.0	39.10462527825872	7	11
8.0	64.28394756369032	22	11
5.0	14.59312391788276	33	11
6.0	36.70541676972545	45	11
9.0	8.06331931733861	53	11
6.0	24.659906010388326	8	11
6.0	73.08929013109078	57	11
4.0	6.554538708879545	17	11
8.0	49.616621320801386	49	11
5.0	34.77615631956468	13	11
5.0	36.45807568637151	29	11
4.0	36.45807568637151	55	11
6.0	61.24165223843681	46	11
6.0	40.093989611674495	12	11
7.0	61.24165223843681	30	11
7.0	45.387088795448925	6	11
6.0	26.39129359386594	34	11
7.0	3.7101162503091762	31	55
9.0	42.59213455354934	44	55
10.0	21.864951768488748	39	55
6.0	25.921345535493444	54	55
9.0	20.00989364333416	52	55
1.0	34.80089042790007	37	55
5.0	0.09893643334157803	23	55
10.0	40.21766015335147	32	55
10.0	47.2916151372743	48	55
10.0	41.75117487014593	41	55
6.0	52.65891664605491	19	55
9.0	19.218402176601536	35	55
10.0	32.772693544397725	24	55
10.0	12.688597576057385	38	55
10.0	21.642344793470194	36	55
10.0	51.15013603759584	27	55
9.0	25.55033391046253	59	55
9.0	47.01953994558496	20	55
9.0	12.960672767746722	10	55
10.0	38.11526094484294	16	55
10.0	43.08681672025724	43	55
5.0	52.955725946079646	21	55
7.0	7.395498392282958	15	55
10.0	43.729903536977496	58	55
6.0	56.61637397971803	56	55
10.0	24.981449418748454	50	55
10.0	38.63467721988622	7	55
10.0	63.616126638634675	22	55
8.0	33.316843927776404	45	55
9.0	7.395498392282958	53	55
10.0	24.68464011872372	8	55
9.0	5.713579025476132	17	55
8.0	48.2067771456839	49	55
9.0	34.00939896116745	13	55
10.0	32.475884244372985	29	55
4.0	58.446697996537225	42	55
9.0	30.22508038585209	47	55
10.0	35.02349740291862	55	55
9.0	60.72223596339352	46	55
4.0	39.599307444966605	12	55
10.0	60.87064061340589	30	55
10.0	45.115013603759586	6	55
10.0	25.204056393767004	34	55
10.0	3.7101162503091762	31	705
7.0	0.6183527083848627	23	705
9.0	3.8832550086569375	11	705
7.0	10.981944100915161	1	705
7.0	1.8055899084837992	3	705
9.0	8.533267375711105	15	705
8.0	11.526094484293841	51	705
9.0	11.600296809300024	33	705
9.0	8.384862725698738	53	705
9.0	14.123175859510265	17	705
8.0	22.01335641850111	39	570
7.0	26.613900568884493	54	570
7.0	35.19663616126639	37	570
7.0	43.08681672025724	32	570
8.0	42.7900074202325	41	570
7.0	34.35567647786297	35	570
8.0	32.94583230274549	24	570
7.0	12.688597576057385	38	570
6.0	25.50086569379174	59	570
8.0	44.47192678703933	43	570
8.0	8.038585209003216	15	570
6.0	30.22508038585209	18	570
8.0	42.221122928518426	51	570
8.0	26.366559485530544	50	570
8.0	35.32030670294336	45	570
8.0	24.51150136037596	8	570
8.0	43.60623299530052	13	570
7.0	46.69799653722483	55	570
7.0	42.24585703685382	12	570
7.0	29.85406876082117	14	570
8.0	25.080385852090032	34	570
10.0	89.71061093247589	31	521
10.0	89.71061093247589	31	521
9.0	89.71061093247589	44	521
10.0	89.71061093247589	39	521
10.0	89.71061093247589	5	521
1.0	89.71061093247589	4	521
10.0	89.71061093247589	38	521
10.0	89.71061093247589	11	521
3.0	89.73534504081128	20	521
1.0	90.0816225575068	57	521
2.0	90.30422953252535	42	521
7.0	45.609695770467475	44	798
8.0	43.87830818698986	41	798
7.0	61.04377937175365	19	798
8.0	83.03240168191937	4	798
7.0	35.765520652980456	24	798
5.0	50.13603759584468	20	798
8.0	41.65223843680435	16	798
7.0	56.171160029680934	21	798
7.0	30.422953252535244	18	798
8.0	67.27677467227306	56	798
8.0	30.027207519168936	14	798
8.0	45.609695770467475	6	798
9.0	42.715805095226315	44	681
10.0	22.235963393519665	39	681
9.0	29.112045510759337	54	681
10.0	47.217412812268115	52	681
9.0	34.89982686124165	37	681
10.0	40.31659658669305	32	681
10.0	47.41528567895127	48	681
8.0	19.812020776651	35	681
10.0	32.772693544397725	24	681
8.0	13.15854563442988	38	681
10.0	25.84714321048726	59	681
6.0	29.01310907741776	28	681
8.0	11.006678209250556	1	681
8.0	47.2916151372743	20	681
8.0	13.28221617610685	10	681
9.0	37.546376453128865	16	681
8.0	47.09374227059114	3	681
9.0	10.190452634182538	15	681
10.0	55.13232747959436	18	681
8.0	39.03042295325253	33	681
9.0	24.68464011872372	8	681
7.0	55.20652980460055	0	681
8.0	48.87459807073955	49	681
8.0	34.429878802869155	13	681
9.0	35.41924313628494	29	681
7.0	30.249814494187483	47	681
10.0	34.55354934454613	55	681
8.0	39.10462527825872	12	681
8.0	33.663121444471926	26	681
8.0	61.66213208013851	30	681
8.0	29.705664110808804	14	681
2.0	49.394014345782836	44	672
4.0	49.715557754142964	48	672
5.0	50.779124412564926	27	672
4.0	46.8711352955726	20	672
9.0	53.47514222112293	21	672
7.0	51.273806579272815	18	672
3.0	56.14642592134553	56	672
6.0	50.878060845906504	7	672
8.0	55.20652980460055	0	672
4.0	58.42196388820183	42	672
5.0	60.944842938412066	30	672
6.0	92.82710858273559	52	659
8.0	92.87657679940638	32	659
6.0	88.84491714073708	5	659
10.0	76.03264902300272	2	659
9.0	82.98293346524858	4	659
10.0	79.29755132327479	38	659
5.0	92.82710858273559	28	659
8.0	92.7776403660648	1	659
9.0	92.87657679940638	20	659
7.0	92.82710858273559	10	659
10.0	93.29705664110809	16	659
9.0	92.8023744744002	3	659
9.0	93.51966361612664	18	659
9.0	93.39599307444966	57	659
5.0	93.51966361612664	0	659
7.0	93.37125896611427	46	659
8.0	92.85184269107098	26	659
7.0	93.39599307444966	25	659
9.0	30.571357902547614	39	609
6.0	28.790502102399206	28	609
7.0	37.323769478110314	16	609
7.0	30.00247341083354	18	609
9.0	38.43680435320307	7	609
10.0	36.28493692802374	45	609
8.0	34.00939896116745	13	609
8.0	38.60994311155083	12	609
7.0	33.46524857778877	26	609
5.0	29.87880286915657	14	609
10.0	95.34998763294583	31	1
10.0	95.34998763294583	44	1
7.0	95.34998763294583	39	1
9.0	88.84491714073708	5	1
9.0	86.9898590155825	40	1
10.0	97.57605738313134	48	1
6.0	86.9898590155825	2	1
7.0	86.9898590155825	4	1
7.0	86.9898590155825	57	1
10.0	94.70690081622557	30	1
10.0	44.37299035369775	31	86
8.0	50.72965619589414	44	86
8.0	36.878555528073214	39	86
9.0	36.35913925302992	54	86
10.0	42.221122928518426	52	86
9.0	42.46846401187237	37	86
10.0	40.51446945337621	32	86
9.0	87.13826366559485	5	86
9.0	54.19243136284937	40	86
9.0	48.47885233737323	48	86
9.0	50.185505812515466	41	86
10.0	52.65891664605491	19	86
10.0	73.95498392282958	2	86
10.0	83.03240168191937	4	86
10.0	41.0091516200841	24	86
9.0	59.4855305466238	38	86
10.0	51.10066782092506	27	86
7.0	51.17487014593124	59	86
7.0	35.34504081127876	28	86
8.0	40.46500123670542	1	86
10.0	46.82166707890181	20	86
8.0	42.17165471184764	10	86
10.0	37.3732376947811	16	86
6.0	42.07271827850606	3	86
10.0	45.23868414543656	43	86
9.0	44.100915162008405	9	86
8.0	53.37620578778135	21	86
9.0	38.83255008656938	18	86
10.0	56.02275537966857	56	86
10.0	38.63467721988622	7	86
10.0	63.54192431362849	22	86
9.0	56.41850111303488	33	86
9.0	60.326490230027204	45	86
10.0	50.482315112540185	53	86
8.0	35.34504081127876	8	86
8.0	72.17412812268118	57	86
6.0	55.107593371258965	0	86
10.0	55.23126391293594	49	86
8.0	67.00469948058372	29	86
6.0	58.42196388820183	42	86
8.0	36.90328963640861	47	86
8.0	40.91021518674252	55	86
9.0	60.47489488003958	46	86
9.0	45.832302745486025	12	86
8.0	37.67004699480584	26	86
8.0	60.8211723967351	30	86
7.0	57.70467474647539	14	86
8.0	69.42864209745238	25	86
8.0	45.0408112787534	6	86
8.0	86.61884739055157	39	578
8.0	86.5446450655454	52	578
9.0	86.94039079891171	19	578
9.0	87.8060845906505	2	578
9.0	22.01335641850111	31	87
10.0	22.16176106851348	23	87
10.0	87.4103388572842	5	87
10.0	45.164481820430375	41	87
9.0	57.87781350482315	19	87
8.0	45.164481820430375	43	87
10.0	63.64086074697008	9	87
9.0	57.92728172149394	21	87
8.0	64.06134058867178	22	87
9.0	76.03264902300272	17	87
10.0	32.45115013603759	29	87
8.0	70.64061340588673	25	87
9.0	34.80089042790007	37	475
8.0	40.267128370022256	32	475
9.0	52.6836507543903	19	475
6.0	34.75142221122928	24	475
7.0	59.906010388325505	20	475
9.0	38.53574078654465	9	475
8.0	38.511006678209256	7	475
8.0	63.566658421963886	22	475
9.0	33.11897106109325	45	475
7.0	34.18253771951521	13	475
7.0	58.42196388820183	42	475
7.0	32.67375711105615	47	475
8.0	33.68785555280732	26	475
9.0	80.97947069008163	41	730
10.0	83.52708384862726	2	730
9.0	83.87336136532278	4	730
7.0	84.09596834034133	15	730
8.0	81.47415285678952	58	730
8.0	83.99703190699975	17	730
8.0	83.55181795696265	46	730
8.0	84.2443729903537	14	730
9.0	83.57655206529805	25	730
8.0	81.77096215681424	34	730
9.0	77.41775908978481	44	28
9.0	81.02893890675242	54	28
8.0	87.01459312391788	5	28
9.0	76.92307692307693	48	28
9.0	76.94781103141231	41	28
8.0	76.94781103141231	2	28
9.0	82.98293346524858	4	28
9.0	81.20207766510018	24	28
7.0	83.00766757358397	9	28
9.0	83.84862725698738	21	28
7.0	78.13504823151125	15	28
9.0	77.39302498144941	7	28
8.0	82.53771951521148	45	28
5.0	81.79569626514964	0	28
9.0	81.89463269849122	30	28
9.0	78.06084590650507	34	28
9.0	49.171407370764285	31	225
8.0	52.85678951273807	44	225
9.0	49.19614147909968	39	225
8.0	55.775414296314615	54	225
9.0	47.78629730398219	52	225
9.0	55.058125154588176	37	225
9.0	47.217412812268115	23	225
9.0	49.41874845411823	32	225
9.0	54.36557012119712	40	225
10.0	47.934701953994555	48	225
8.0	52.13950037101163	41	225
9.0	54.9591887212466	19	225
9.0	47.48948800395746	35	225
9.0	50.25970813752164	24	225
7.0	49.171407370764285	38	225
8.0	50.952263170912694	27	225
9.0	48.454118229037846	11	225
7.0	47.81103141231758	1	225
8.0	47.78629730398219	20	225
7.0	49.41874845411823	10	225
9.0	47.48948800395746	16	225
10.0	46.895869403907994	43	225
10.0	47.09374227059114	9	225
10.0	54.983922829581985	21	225
10.0	50.33391046252783	15	225
9.0	48.33044768736087	18	225
10.0	50.25970813752164	58	225
7.0	47.563690328963645	51	225
10.0	56.3195646796933	56	225
10.0	50.58125154588177	50	225
9.0	47.95943606232995	7	225
10.0	48.18204303734851	33	225
10.0	50.25970813752164	45	225
10.0	50.35864457086322	53	225
9.0	52.85678951273807	8	225
10.0	52.11476626267623	17	225
9.0	55.453870887954494	0	225
10.0	48.454118229037846	49	225
9.0	53.351471679445964	13	225
10.0	50.25970813752164	29	225
5.0	59.26292357160524	42	225
6.0	48.30571357902548	47	225
7.0	54.390304229532525	55	225
8.0	48.280979470690085	12	225
7.0	48.10784071234232	14	225
8.0	54.86025228790502	6	225
10.0	52.13950037101163	34	225
8.0	94.80583724956715	31	181
8.0	89.06752411575563	44	181
8.0	82.31511254019293	39	181
8.0	88.89438535740787	54	181
8.0	94.80583724956715	52	181
8.0	90.15582488251297	37	181
9.0	82.31511254019293	23	181
8.0	94.80583724956715	32	181
9.0	86.96512490724709	5	181
9.0	89.11699233242642	48	181
9.0	99.50531783329211	41	181
8.0	94.80583724956715	35	181
9.0	82.4387830818699	2	181
10.0	83.08186989859016	4	181
9.0	89.33959930744496	38	181
9.0	97.18031164976503	36	181
10.0	88.91911946574325	11	181
8.0	94.80583724956715	16	181
7.0	88.91911946574325	9	181
8.0	91.12045510759337	21	181
8.0	94.80583724956715	51	181
9.0	89.33959930744496	56	181
8.0	94.80583724956715	22	181
9.0	90.69997526589167	45	181
8.0	91.71407370764284	8	181
8.0	82.4387830818699	57	181
9.0	89.41380163245115	17	181
10.0	89.01805589908484	49	181
8.0	94.80583724956715	13	181
8.0	94.80583724956715	47	181
8.0	88.91911946574325	30	181
8.0	94.80583724956715	25	181
8.0	98.6643581498887	34	181
10.0	46.52485777887707	52	90
10.0	78.03611179816967	37	90
10.0	47.58842443729904	32	90
10.0	54.86025228790502	40	90
10.0	46.895869403907994	28	90
10.0	45.58496166213208	1	90
10.0	51.348008904279	20	90
10.0	46.03017561216918	10	90
10.0	47.44001978728667	16	90
10.0	45.31288647044274	3	90
10.0	69.35443977244621	9	90
10.0	77.21988622310165	56	90
2.0	62.6267623052189	47	90
10.0	77.73930249814495	46	90
7.0	47.217412812268115	26	90
10.0	68.11773435567648	6	90
8.0	80.16324511501361	54	464
8.0	94.21221864951768	37	464
8.0	86.9898590155825	5	464
8.0	88.6717783823893	48	464
8.0	95.20158298293346	41	464
8.0	74.05392035617115	2	464
7.0	82.98293346524858	4	464
8.0	79.3222854316102	24	464
8.0	84.46697996537225	11	464
10.0	79.84170170665348	15	464
6.0	74.64753895622063	51	464
7.0	72.5451397477121	56	464
7.0	79.91590403165965	50	464
9.0	76.65100173138758	45	464
6.0	81.0784071234232	53	464
8.0	72.66881028938906	57	464
8.0	74.05392035617115	17	464
3.0	73.16349245609696	46	464
6.0	73.856047489488	25	464
8.0	93.59386594113282	32	696
9.0	94.45955973287164	5	696
8.0	93.7422705911452	40	696
7.0	94.88003957457335	48	696
8.0	93.79173880781599	35	696
9.0	97.18031164976503	38	696
7.0	93.79173880781599	28	696
7.0	93.79173880781599	20	696
8.0	93.76700469948058	16	696
6.0	93.59386594113282	3	696
7.0	95.17684887459808	9	696
8.0	93.76700469948058	56	696
6.0	95.0037101162503	0	696
8.0	94.63269849121939	49	696
8.0	93.76700469948058	46	696
7.0	93.39599307444966	12	696
9.0	93.76700469948058	25	696
7.0	93.79173880781599	6	696
10.0	88.91911946574325	52	195
10.0	90.0816225575068	52	195
10.0	88.96858768241404	2	195
5.0	88.96858768241404	4	195
10.0	88.91911946574325	11	195
5.0	88.96858768241404	28	195
5.0	88.91911946574325	28	195
7.0	88.96858768241404	1	195
10.0	88.91911946574325	20	195
10.0	88.96858768241404	10	195
9.0	88.96858768241404	16	195
8.0	88.96858768241404	3	195
10.0	88.96858768241404	56	195
10.0	89.61167449913431	33	195
5.0	88.96858768241404	57	195
5.0	88.96858768241404	26	195
10.0	88.96858768241404	25	195
8.0	79.56962651496413	31	249
6.0	90.972050457581	5	249
8.0	93.71753648280979	40	249
8.0	97.37818451644819	19	249
9.0	83.89809547365817	11	249
7.0	79.02547613158546	59	249
8.0	94.95424189957951	22	249
9.0	81.79569626514964	8	249
9.0	84.2196388820183	17	249
7.0	79.02547613158546	55	249
7.0	95.12738065792729	6	249
8.0	92.3571605243631	31	655
8.0	92.3571605243631	44	655
8.0	92.3571605243631	37	655
9.0	92.3571605243631	23	655
9.0	92.55503339104625	5	655
8.0	92.3571605243631	35	655
8.0	92.3571605243631	36	655
6.0	92.3571605243631	11	655
6.0	92.3571605243631	10	655
8.0	92.3571605243631	18	655
8.0	94.1380163245115	17	655
6.0	92.3571605243631	13	655
8.0	93.12391788276034	29	655
6.0	92.28295819935691	46	655
7.0	87.01459312391788	5	59
9.0	73.97971803116498	2	59
8.0	50.853326737571116	27	59
8.0	46.79693297056641	20	59
9.0	56.14642592134553	56	59
8.0	63.59139253029929	22	59
8.0	55.107593371258965	0	59
6.0	58.397229779866436	42	59
7.0	33.83626020281969	26	59
8.0	69.67598318080633	25	59
9.0	42.88894385357408	44	64
10.0	21.864951768488748	39	64
10.0	28.56789512738066	54	64
10.0	19.787286668315605	52	64
8.0	35.41924313628494	37	64
9.0	40.390798911699235	32	64
10.0	86.9156566905763	5	64
10.0	54.11822903784319	40	64
9.0	47.39055157061588	48	64
9.0	42.88894385357408	41	64
10.0	52.881523621073455	19	64
10.0	74.00445213950037	2	64
10.0	82.98293346524858	4	64
9.0	33.217907494434826	24	64
10.0	50.878060845906504	27	64
8.0	28.790502102399206	28	64
10.0	46.79693297056641	20	64
10.0	37.274301261439525	16	64
9.0	45.26341825377195	43	64
10.0	54.41503833786791	21	64
10.0	30.00247341083354	18	64
9.0	44.42245857036854	58	64
10.0	56.14642592134553	56	64
10.0	28.56789512738066	50	64
10.0	38.53574078654465	7	64
10.0	63.59139253029929	22	64
10.0	35.79025476131585	45	64
9.0	24.95671531041306	8	64
